X,Z,Visits
0,0,0
0,50,0
0,100,0
0,150,0
0,200,1
0,250,2
0,300,2
50,0,0
50,50,2
50,100,3
50,150,4
50,200,2
50,250,1
50,300,1
100,0,0
100,50,1
100,100,0
100,150,2
100,200,1
100,250,0
100,300,0
150,0,0
150,50,1
150,100,0
150,150,1
150,200,3
150,250,2
150,300,0
200,0,0
200,50,2
200,100,1
200,150,3
200,200,3
200,250,4
200,300,1
250,0,1
250,50,2
250,100,2
250,150,4
250,200,0
250,250,0
250,300,0
300,0,1
300,50,1
300,100,0
300,150,0
300,200,0
300,250,0
300,300,0
Entropy: 0.8036466
