X,Z,Visits
0,0,0
0,50,0
0,100,0
0,150,0
0,200,0
0,250,0
0,300,0
50,0,0
50,50,0
50,100,0
50,150,0
50,200,0
50,250,0
50,300,0
100,0,0
100,50,0
100,100,0
100,150,0
100,200,0
100,250,0
100,300,0
150,0,1
150,50,2
150,100,5
150,150,6
150,200,0
150,250,0
150,300,0
200,0,0
200,50,1
200,100,3
200,150,6
200,200,0
200,250,0
200,300,0
250,0,0
250,50,1
250,100,6
250,150,8
250,200,0
250,250,0
250,300,0
300,0,0
300,50,0
300,100,0
300,150,4
300,200,2
300,250,0
300,300,0
Entropy: 0.5998361
