X,Z,Visits
0,0,0
0,50,0
0,100,0
0,150,0
0,200,1
0,250,1
0,300,0
50,0,0
50,50,0
50,100,0
50,150,0
50,200,1
50,250,1
50,300,0
100,0,2
100,50,2
100,100,0
100,150,0
100,200,0
100,250,1
100,300,0
150,0,1
150,50,1
150,100,0
150,150,0
150,200,1
150,250,3
150,300,1
200,0,1
200,50,0
200,100,0
200,150,0
200,200,2
200,250,2
200,300,0
250,0,1
250,50,0
250,100,1
250,150,2
250,200,5
250,250,4
250,300,1
300,0,1
300,50,1
300,100,1
300,150,1
300,200,2
300,250,1
300,300,0
Entropy: 0.8394341
