X,Z,Visits
0,0,0
0,50,0
0,100,0
0,150,0
0,200,0
0,250,0
0,300,0
50,0,0
50,50,0
50,100,0
50,150,0
50,200,0
50,250,1
50,300,1
100,0,0
100,50,0
100,100,0
100,150,0
100,200,0
100,250,1
100,300,1
150,0,0
150,50,0
150,100,0
150,150,0
150,200,2
150,250,2
150,300,0
200,0,0
200,50,0
200,100,0
200,150,2
200,200,2
200,250,1
200,300,0
250,0,0
250,50,0
250,100,0
250,150,3
250,200,3
250,250,1
250,300,0
300,0,2
300,50,3
300,100,3
300,150,4
300,200,4
300,250,1
300,300,0
Entropy: 0.7664353
