Time,X,Z
0.02,63.96576,35.43544
0.04,63.76494,35.65333
0.06,63.65513,35.77247
0.08,63.43717,36.00895
0.09999999,63.31166,36.14512
0.12,63.16837,36.30059
0.14,63.0332,36.44724
0.16,62.90415,36.58725
0.18,62.7625,36.74094
0.2,62.67816,36.90897
0.22,62.61945,37.04126
0.24,62.51176,37.28389
0.26,62.43448,37.45802
0.28,62.35209,37.64365
0.3,62.2699,37.82885
0.32,62.1881,38.01316
0.34,62.10582,38.19854
0.36,62.06682,38.38539
0.38,62.04923,38.5835
0.4,62.03107,38.78803
0.42,62.01311,38.99022
0.4400001,61.99519,39.19206
0.4600001,61.97747,39.3916
0.4800001,61.96074,39.57999
0.5000001,61.94283,39.78165
0.52,61.93365,39.94471
0.54,61.9315,40.18552
0.56,61.92966,40.39088
0.58,61.92799,40.57889
0.6,61.9262,40.77934
0.6199999,61.92439,40.98158
0.6399999,61.92258,41.18478
0.6599999,61.92077,41.38714
0.6799999,61.9185,41.57143
0.6999999,61.91389,41.77944
0.7199998,61.90937,41.98326
0.7399998,61.90491,42.18435
0.7599998,61.90044,42.38642
0.7799998,61.89595,42.58883
0.7999998,61.89168,42.7815
0.8199998,61.88803,42.94572
0.8399997,61.88275,43.18434
0.8599997,61.87817,43.39071
0.8799997,61.8737,43.59248
0.8999997,61.86942,43.7854
0.9199997,61.86485,43.99182
0.9399996,61.8607,44.17869
0.9599996,61.8563,44.37724
0.9799996,61.85194,44.57408
0.9999996,61.84767,44.76673
1.02,61.84407,44.98685
1.04,61.84144,45.17115
1.06,61.83847,45.37884
1.08,61.83546,45.58932
1.1,61.83276,45.77794
1.12,61.82991,45.97778
1.14,61.82698,46.18256
1.159999,61.82401,46.39016
1.179999,61.82301,46.57728
1.199999,61.82333,46.78276
1.219999,61.82362,46.9742
1.239999,61.82393,47.18101
1.259999,61.82424,47.38551
1.279999,61.82439,47.48607
1.299999,61.82483,47.77256
1.319999,61.82516,47.98814
1.339999,61.82688,48.17279
1.359999,61.83232,48.37944
1.379999,61.83778,48.58657
1.399999,61.84267,48.77227
1.419999,61.84815,48.98045
1.439999,61.85324,49.17362
1.459999,61.8587,49.38108
1.479999,61.86416,49.58834
1.499999,61.86925,49.7725
1.519999,61.87693,49.97691
1.539999,61.88419,50.1701
1.559999,61.89196,50.37687
1.579999,61.89736,50.52066
1.599999,61.90727,50.78426
1.619999,61.91427,50.9705
1.639999,61.92237,51.18601
1.659999,61.92925,51.36925
1.679999,61.93165,51.57899
1.699999,61.93356,51.78512
1.719999,61.93528,51.97046
1.739999,61.93716,52.17284
1.759999,61.93917,52.38985
1.779999,61.94091,52.57671
1.799999,61.94286,52.78672
1.819999,61.94459,52.97284
1.839999,61.94264,53.18489
1.859999,61.93965,53.37914
1.879999,61.9371,53.54499
1.899999,61.93362,53.77043
1.919999,61.93045,53.97667
1.939999,61.92727,54.18338
1.959999,61.92443,54.36793
1.979999,61.9211,54.58393
1.999999,61.91781,54.76978
2.019999,61.91367,54.97754
2.039999,61.90968,55.17817
2.059999,61.90551,55.38755
2.079999,61.90167,55.58031
2.099999,61.89755,55.78696
2.119999,61.89391,55.96984
2.139999,61.88974,56.17942
2.159999,61.88551,56.38454
2.179999,61.88128,56.5756
2.199999,61.87664,56.78465
2.219999,61.8725,56.97161
2.239999,61.86789,57.17963
2.259999,61.86323,57.38972
2.279999,61.85916,57.57317
2.299999,61.85442,57.78694
2.319999,61.85032,57.97223
2.339998,61.84762,58.09388
2.359998,61.84127,58.38015
2.379998,61.8367,58.58629
2.399998,61.83261,58.77074
2.419998,61.8278,58.98798
2.439998,61.82371,59.17228
2.459998,61.81918,59.37693
2.479998,61.81458,59.58448
2.499998,61.8132,59.78398
2.519998,61.81256,59.97788
2.539998,61.81189,60.18297
2.559998,61.81128,60.36909
2.579998,61.8106,60.57416
2.599998,61.80991,60.78296
2.619998,61.8093,60.96761
2.639998,61.8088,61.12222
2.659998,61.81138,61.38492
2.679998,61.81625,61.57245
2.699998,61.82155,61.77652
2.719998,61.82692,61.98314
2.739998,61.83196,62.17733
2.759998,61.83736,62.38557
2.779998,61.84216,62.57033
2.799998,61.84742,62.77285
2.819998,61.85325,62.97683
2.839998,61.85967,63.17021
2.859998,61.86655,63.37745
2.879998,61.87341,63.58392
2.899998,61.87954,63.76857
2.919998,61.88647,63.97697
2.939998,61.89194,64.14182
2.959998,61.89953,64.37033
2.979998,61.9058,64.57271
2.999998,61.90994,64.78103
3.019998,61.91367,64.96848
3.039998,61.91774,65.17295
3.059998,61.922,65.38692
3.079998,61.92565,65.57064
3.099998,61.92962,65.77009
3.119998,61.93375,65.97784
3.139998,61.93768,66.1819
3.159998,61.93639,66.38708
3.179998,61.93515,66.58327
3.199998,61.93399,66.76846
3.219998,61.93269,66.97467
3.239998,61.93153,67.15816
3.259998,61.93011,67.38329
3.279998,61.92888,67.57936
3.299998,61.9277,67.76548
3.319998,61.924,67.9735
3.339998,61.91944,68.17915
3.359998,61.91486,68.38595
3.379997,61.91061,68.57738
3.399997,61.90839,68.67764
3.419997,61.90158,68.98463
3.439997,61.89751,69.16833
3.459997,61.893,69.37193
3.479997,61.88831,69.58328
3.499997,61.88422,69.76756
3.519997,61.87968,69.97268
3.539997,61.87508,70.1803
3.559997,61.87066,70.37933
3.579997,61.86612,70.5845
3.599997,61.86192,70.77368
3.619997,61.8574,70.97788
3.639997,61.85318,71.18231
3.659997,61.85007,71.3661
3.679997,61.84657,71.57289
3.699997,61.84445,71.69824
3.719997,61.8399,71.96745
3.739997,61.83643,72.1728
3.759997,61.83295,72.37839
3.779997,61.82946,72.58443
3.799997,61.82635,72.76829
3.819997,61.82497,72.98287
3.839997,61.82367,73.18533
3.859997,61.82251,73.36711
3.879997,61.82121,73.57097
3.899997,61.81992,73.77395
3.919997,61.81874,73.95785
3.939997,61.81753,74.14803
3.959997,61.81628,74.34359
3.979997,61.81591,74.40201
3.999997,61.82197,74.74996
4.019997,61.82585,74.96106
4.039997,61.82992,75.18258
4.059997,61.83334,75.36888
4.079997,61.8371,75.5734
4.099997,61.84092,75.78127
4.119997,61.84432,75.96676
4.139997,61.85067,76.18032
4.159997,61.85814,76.37901
4.179997,61.86519,76.56667
4.199997,61.87293,76.77268
4.219997,61.88056,76.97576
4.239997,61.88785,77.16978
4.259997,61.8958,77.38125
4.279997,61.90268,77.56419
4.299997,61.90879,77.77296
4.319997,61.91228,77.97554
4.339997,61.91581,78.18025
4.359997,61.9191,78.37147
4.379997,61.92263,78.57669
4.399997,61.92615,78.78091
4.419997,61.92965,78.98412
4.439997,61.93278,79.16566
4.459997,61.93469,79.27691
4.479997,61.93368,79.57681
4.499997,61.93216,79.77923
4.519997,61.93062,79.98415
4.539997,61.92922,80.16959
