Inspection,Entropy,Coverage
0.3571429,0.799167789799178,48.97959
0.3690476,0.722721698535052,28.57143
0.08333334,0.73890976328308,32.65306
0.1071429,0.877882032041271,44.89796
0.202381,0.729555469449039,32.65306
0.5714286,0.858881133183166,48.97959
0.1071429,1,14.28571
