X,Z,Visits
0,0,0
0,50,1
0,100,0
0,150,0
0,200,0
0,250,0
0,300,0
50,0,1
50,50,3
50,100,1
50,150,1
50,200,0
50,250,0
50,300,0
100,0,1
100,50,3
100,100,0
100,150,1
100,200,0
100,250,0
100,300,0
150,0,0
150,50,2
150,100,2
150,150,3
150,200,3
150,250,0
150,300,0
200,0,1
200,50,3
200,100,3
200,150,3
200,200,3
200,250,0
200,300,1
250,0,0
250,50,2
250,100,4
250,150,3
250,200,2
250,250,2
250,300,2
300,0,0
300,50,0
300,100,1
300,150,0
300,200,0
300,250,0
300,300,0
Entropy: 0.7881608
