Time,X,Z
0.02,210.9527,19.92383
0.04,210.9928,20.28377
0.06,211.0171,20.50243
0.08,211.0378,20.68764
0.09999999,211.059,20.87815
0.12,211.0831,21.09443
0.14,211.1035,21.2775
0.16,211.1266,21.48489
0.18,211.1413,21.69017
0.2,211.1465,21.87426
0.22,211.1524,22.08173
0.24,211.1583,22.29158
0.26,211.164,22.49402
0.28,211.1689,22.66685
0.3,211.1751,22.88972
0.32,211.1806,23.08312
0.34,211.186,23.2774
0.36,211.1908,23.47692
0.38,211.1959,23.69115
0.4,211.2005,23.88293
0.42,211.2051,24.07294
0.4400001,211.2079,24.19219
0.4600001,211.2151,24.49156
0.4800001,211.2199,24.69448
0.5000001,211.2245,24.88671
0.52,211.2122,25.08254
0.54,211.1676,25.24583
0.56,211.0908,25.39091
0.58,210.9777,25.52106
0.6,210.8271,25.633
0.6199999,210.6411,25.72395
0.6399999,210.4155,25.79513
0.6599999,210.167,25.8428
0.6799999,209.8747,25.84086
0.6999999,209.5321,25.80497
0.7199998,209.3231,25.84201
0.7399998,209.1897,25.88239
0.7599998,208.9325,25.96027
0.7799998,208.7521,26.0149
0.7999998,208.562,26.07247
0.8199998,208.3823,26.12687
0.8399997,208.1698,26.15625
0.8599997,207.9843,26.17377
0.8799997,207.7984,26.19132
0.8999997,207.5973,26.21029
0.9199997,207.409,26.22807
0.9399996,207.1984,26.24795
0.9599996,207.0189,26.26489
0.9799996,206.8169,26.28396
0.9999996,206.6362,26.29126
1.02,206.4246,26.28903
1.04,206.2436,26.28712
1.06,206.0283,26.28485
1.08,205.8268,26.28273
1.1,205.6254,26.28061
1.12,205.4401,26.27865
1.14,205.2399,26.27654
1.159999,205.0396,26.27426
1.179999,204.8428,26.27172
1.199999,204.7591,26.27064
1.219999,204.4532,26.26668
1.239999,204.257,26.26415
1.259999,204.0618,26.26163
1.279999,203.8681,26.25912
1.299999,203.6718,26.25659
1.319999,203.4874,26.25433
1.339999,203.2839,26.25726
1.359999,203.0889,26.26006
1.379999,202.8885,26.26294
1.399999,202.6836,26.26589
1.419999,202.4909,26.26866
1.439999,202.3015,26.27138
1.459999,202.1004,26.27427
1.479999,201.8981,26.27718
1.499999,201.7922,26.27682
1.519999,201.5078,26.27352
1.539999,201.3068,26.27118
1.559999,201.1095,26.26889
1.579999,200.9148,26.26663
1.599999,200.7073,26.26422
1.619999,200.5105,26.26193
1.639999,200.3101,26.2596
1.659999,200.1218,26.25841
1.679999,199.9136,26.25777
1.699999,199.7233,26.25719
1.719999,199.5128,26.25655
1.739999,199.3173,26.25595
1.759999,199.1265,26.25537
1.779999,198.9144,26.25473
1.799999,198.7913,26.25435
1.819999,198.5202,26.25474
1.839999,198.3235,26.25705
1.859999,198.1257,26.25938
1.879999,197.916,26.26184
1.899999,197.7275,26.26406
