X,Z,Visits
0,0,0
0,50,1
0,100,1
0,150,1
0,200,1
0,250,3
0,300,2
50,0,1
50,50,1
50,100,0
50,150,0
50,200,0
50,250,2
50,300,1
100,0,1
100,50,1
100,100,0
100,150,0
100,200,0
100,250,0
100,300,0
150,0,0
150,50,1
150,100,1
150,150,0
150,200,0
150,250,0
150,300,0
200,0,0
200,50,1
200,100,2
200,150,1
200,200,1
200,250,1
200,300,0
250,0,0
250,50,0
250,100,2
250,150,1
250,200,1
250,250,2
250,300,0
300,0,0
300,50,0
300,100,2
300,150,2
300,200,0
300,250,1
300,300,0
Entropy: 0.8955305
