Inspection,Entropy,Coverage
0.6363636,0.71744351998427,38.77551
0.5818182,0.880011335158835,48.97959
0.09090909,0.845372826943509,53.06123
0.1454545,0.935524532732665,61.22449
0.01818182,0.789380220176685,42.85714
0.4181818,0.878029554315781,55.10204
0.01818182,1,14.28571
