X,Z,Visits
0,0,0
0,50,0
0,100,0
0,150,1
0,200,1
0,250,1
0,300,0
50,0,0
50,50,0
50,100,0
50,150,1
50,200,1
50,250,1
50,300,0
100,0,0
100,50,0
100,100,1
100,150,1
100,200,2
100,250,1
100,300,0
150,0,0
150,50,0
150,100,4
150,150,3
150,200,3
150,250,1
150,300,0
200,0,0
200,50,0
200,100,3
200,150,0
200,200,3
200,250,2
200,300,0
250,0,0
250,50,0
250,100,2
250,150,2
250,200,3
250,250,2
250,300,2
300,0,0
300,50,0
300,100,0
300,150,1
300,200,1
300,250,0
300,300,1
Entropy: 0.8177698
