X,Z,Visits
0,0,0
0,50,0
0,100,0
0,150,0
0,200,0
0,250,1
0,300,0
50,0,0
50,50,0
50,100,0
50,150,0
50,200,1
50,250,1
50,300,0
100,0,0
100,50,0
100,100,2
100,150,1
100,200,1
100,250,0
100,300,0
150,0,0
150,50,0
150,100,5
150,150,7
150,200,7
150,250,0
150,300,0
200,0,0
200,50,0
200,100,2
200,150,2
200,200,6
200,250,0
200,300,0
250,0,0
250,50,0
250,100,0
250,150,1
250,200,5
250,250,2
250,300,1
300,0,0
300,50,0
300,100,0
300,150,2
300,200,3
300,250,0
300,300,0
Entropy: 0.6711932
