Inspection,Entropy,Coverage
0.04651163,0.547373281846942,28.57143
0.3197674,0.699774455765507,40.81633
0.005813953,0.760510996535055,40.81633
0.05813954,0.758224012237615,42.85714
0.05232558,0.828063905313232,40.81633
0.2267442,0.725489807261001,44.89796
0.005813953,1,8.163265
