X,Z,Visits
0,0,0
0,50,0
0,100,0
0,150,0
0,200,0
0,250,0
0,300,0
50,0,1
50,50,0
50,100,0
50,150,0
50,200,1
50,250,0
50,300,0
100,0,2
100,50,0
100,100,2
100,150,1
100,200,2
100,250,0
100,300,0
150,0,4
150,50,1
150,100,3
150,150,9
150,200,11
150,250,0
150,300,0
200,0,3
200,50,0
200,100,1
200,150,0
200,200,2
200,250,0
200,300,0
250,0,2
250,50,2
250,100,1
250,150,0
250,200,0
250,250,0
250,300,0
300,0,0
300,50,1
300,100,0
300,150,0
300,200,0
300,250,0
300,300,0
Entropy: 0.6507249
