Time,Interest Value
0,0
0.5000001,0.1826554
0.9999996,0.3799397
1.499999,0.1826554
1.999999,0.1826554
2.499998,0.1826554
2.999998,0.1826554
3.499997,0.1826554
3.999997,0.1826554
4.499997,0.1826554
4.999996,0.1826554
5.499996,0.1826554
5.999995,0.1826554
6.499995,0.1826554
6.999994,0.1826554
7.499994,0.1826554
7.999993,0.1826554
8.500005,0.1826554
9.000016,0.1826554
9.500028,0.1826554
10.00004,0.1826554
10.50005,0.1826554
11.00006,0.3811674
11.50007,0.3802488
12.00008,0.3793644
12.5001,0.3789945
13.00011,0.3788548
13.50012,0.3788084
14.00013,0.3797059
14.50014,0.380832
15.00015,0.3824136
15.50016,0.1826554
16.00018,0.1826554
16.50019,0.1826554
17.0002,0.1826554
17.50021,0.1826554
18.00022,0.1826554
18.50023,0.3804846
19.00024,0.1826554
19.50026,1
20.00027,1
20.50028,1
21.00029,1
21.5003,1
22.00031,1
22.50032,1
23.00034,1
23.50035,1
24.00036,1
24.50037,1
25.00038,1
25.50039,1
26.0004,1
26.50042,1
27.00043,1
27.50044,0.6061931
28.00045,0.6061931
28.50046,0.6061931
29.00047,0.6061931
29.50048,0.6061931
30.0005,0.6061931
30.50051,0.6061931
31.00052,0.6061931
31.50053,0.6061931
32.00054,0.6061931
32.50055,0.6061931
33.00056,0.6061931
33.50058,0.6061931
34.00059,0.6061931
34.5006,1
35.00061,1
35.50062,1
36.00063,1
36.50064,1
37.00066,1
37.50067,1
38.00068,0.6228477
38.50069,0.6228477
39.0007,0.6228477
39.50071,0.6228477
40.00072,0.6228477
40.50074,0.6228477
41.00075,0.6228477
41.50076,0.6228477
42.00077,0.6228477
42.50078,0.6228477
43.00079,0.6228477
43.5008,0.6228477
44.00082,0.6228477
44.50083,1
45.00084,1
45.50085,1
46.00086,1
46.50087,1
47.00089,1
47.5009,1
48.00091,0.3330818
48.50092,0.3330818
49.00093,0.3330818
49.50094,0.3330818
50.00095,0.3330818
50.50097,0.3330818
51.00098,0.3330818
51.50099,0.3330818
52.001,0.3330818
52.50101,0.3330818
53.00102,0.3330818
53.50103,0.3330818
54.00105,0.3330818
54.50106,0.3330818
55.00107,0.3330818
55.50108,0.3330818
56.00109,0.3330818
56.5011,0.3330818
57.00111,0.3330818
57.50113,0.3330818
58.00114,0.3330818
58.50115,0.3330818
59.00116,0.3330818
59.50117,0.3330818
60.00118,0.3330818
60.50119,0.3330818
61.00121,0.3330818
61.50122,0.3330818
62.00123,0.3330818
62.50124,0.3330818
63.00125,0.3330818
63.50126,0.3330818
64.00127,0.3330818
64.50119,0.3330818
65.00111,0.5325475
65.50102,0.3330818
66.00094,1
66.50085,1
67.00077,1
67.50069,1
68.0006,1
68.50052,1
69.00043,1
69.50035,0.4175577
70.00027,0.4175577
70.50018,0.4175577
71.0001,0.4175577
71.50002,0.4175577
71.99993,0.4175577
72.49985,0.4175577
72.99976,0.4175577
73.49968,0.4175577
73.9996,0.4175577
74.49951,0.4175577
74.99943,0.4175577
75.49934,0.4175577
75.99926,0.4175577
76.49918,0.4175577
76.99909,0.4175577
77.49901,0.4175577
77.99892,0.4175577
78.49884,1
78.99876,0.3056792
79.49867,0.3056792
79.99859,0.3056792
80.4985,1
80.99842,1
81.49834,1
81.99825,1
82.49817,1
82.99809,1
83.498,1
83.99792,0.5929074
84.49783,0.5929074
84.99775,0.5929074
85.49767,0.5929074
85.99758,0.7802245
86.4975,0.7802244
86.99741,0.7802244
87.49733,0.7802244
87.99725,0.7802244
88.49716,0.7802244
88.99708,0.7802244
89.49699,0.7802244
89.99691,0.7802244
90.49683,1
90.99674,1
91.49666,1
91.99657,1
92.49649,1
92.99641,1
93.49632,1
93.99624,1
94.49615,1
94.99607,1
95.49599,0.01148704
95.9959,0.01148704
96.49582,0.01148704
96.99574,0.01148704
97.49565,0.01148704
97.99557,0.01148704
98.49548,0.01148704
98.9954,0.01148704
99.49532,0.01148704
99.99523,0.01148704
100.4951,0.01148704
100.9951,0.01148704
101.495,0.01148704
101.9949,0.01148704
102.4948,0.01148704
102.9947,0.01148704
103.4946,0.01148704
103.9946,0.01148704
104.4945,0.01148704
104.9944,0.01148704
105.4943,0.01148704
105.9942,0.01148704
106.4941,0.01148704
106.9941,0.01148704
107.494,0.01148704
107.9939,0.01148704
108.4938,0.01148704
108.9937,0.01148704
109.4936,0.01148704
109.9936,0.01148704
110.4935,0.01148704
110.9934,0.01148704
111.4933,0.01148704
111.9932,0.01148704
112.4931,0.01148704
112.993,0.01148704
113.493,0.01148704
113.9929,0.01148704
114.4928,0.01148704
114.9927,0.01148704
115.4926,0.01148704
115.9925,0.01148704
116.4925,0.01148704
116.9924,0.01148704
117.4923,0.01148704
117.9922,0.01148704
118.4921,0.01148704
118.992,0.01148704
119.492,0.01148704
119.9919,0.01148704
120.4918,0.01148704
120.9917,0.01148704
121.4916,0.01148704
121.9915,0.01148704
122.4915,0.01148704
122.9914,0.01148704
123.4913,0.01148704
123.9912,0.01148704
124.4911,0.01148704
124.991,0.01148704
125.491,0.01148704
125.9909,0.01148704
126.4908,0.01148704
126.9907,0.01148704
127.4906,0.01148704
127.9905,0.01148704
128.4906,0.01148704
128.9907,0.01148704
129.4908,0.2113395
129.991,0.9251825
130.4911,1
130.9912,0.9727756
131.4913,1
131.9914,0.9727756
132.4915,0.8474091
132.9916,0.8474091
133.4917,0.8474091
133.9918,0.8474091
134.4919,0.8474091
134.992,0.8474091
135.4921,0.8474091
135.9922,0.8474091
136.4923,0.8474091
136.9924,0.8474091
137.4926,0.8474091
137.9927,0.8474091
138.4928,0.8474091
138.9929,0.8474091
139.493,0.8474091
139.9931,0.8474091
140.4932,0.8474091
140.9933,1
141.4934,0.9180431
141.9935,1
142.4936,1
142.9937,1
143.4938,1
143.9939,1
144.494,1
144.9942,1
145.4943,0.9567251
145.9944,0.9567251
146.4945,0.9567251
146.9946,0.8488643
147.4947,0.8488643
147.9948,1
148.4949,1
148.995,1
149.4951,0.8843415
149.9952,0.8843414
150.4953,0.8843414
150.9954,0.8843414
151.4955,0.8843414
151.9957,0.8843414
152.4958,0.8843414
152.9959,0.8843414
153.496,0.8843414
153.9961,0.8843414
154.4962,0.8843414
154.9963,1
155.4964,0.7905803
155.9965,0.7905803
156.4966,1
156.9967,1
157.4968,0.960499
157.9969,0.960499
158.497,0.960499
158.9971,0.960499
159.4973,0.960499
159.9974,0.960499
160.4975,0.960499
160.9976,0.960499
161.4977,1
161.9978,1
162.4979,0.4638291
162.998,0.4638291
163.4981,0.6638288
163.9982,1
164.4983,1
164.9984,1
165.4985,1
165.9986,0.3468601
166.4987,0.3468601
166.9989,0.3468601
167.499,0.3468601
167.9991,0.3468601
168.4992,0.3468601
168.9993,0.3468601
169.4994,0.3468601
169.9995,0.3468601
170.4996,0.3468601
170.9997,0.3468601
171.4998,0.3468601
171.9999,0.3468601
172.5,0.3468601
173.0001,0.3468601
173.5002,1
174.0004,1
174.5005,0.4834152
175.0006,0.4834152
175.5007,0.4834152
176.0008,0.4834152
176.5009,0.4834152
177.001,0.4834152
177.5011,0.4834152
178.0012,1
178.5013,1
179.0014,1
179.5015,1
180.0016,0.6183853
