X,Z,Visits
0,0,0
0,50,0
0,100,0
0,150,0
0,200,0
0,250,0
0,300,0
50,0,0
50,50,0
50,100,0
50,150,1
50,200,0
50,250,0
50,300,0
100,0,0
100,50,0
100,100,0
100,150,1
100,200,0
100,250,0
100,300,0
150,0,0
150,50,0
150,100,0
150,150,2
150,200,1
150,250,1
150,300,0
200,0,1
200,50,2
200,100,1
200,150,2
200,200,0
200,250,1
200,300,0
250,0,1
250,50,4
250,100,4
250,150,5
250,200,2
250,250,1
250,300,0
300,0,1
300,50,2
300,100,0
300,150,1
300,200,2
300,250,1
300,300,0
Entropy: 0.7945023
