Time,Novelty Score
0.4522442,0.1997913
1.453978,0.1498746
2.454693,0.1497252
3.455115,0.1496857
4.45604,0.1497856
5.457127,0.1498019
6.457684,0.04991181
7.458488,0.2499214
8.458638,0.2496744
9.460562,0.1999283
10.46129,0.1996881
11.46282,0.2998253
12.46419,0.2497119
13.46661,0.2496451
14.46664,0.2490425
15.46825,0.2498476
16.46949,0.2497553
17.4698,0.2493436
18.47117,0.2497988
19.47168,0.2495777
20.47322,0.24983
21.47389,0.2496842
22.47402,0.2495351
23.47421,0.2495642
24.47521,0.249718
25.47686,0.249763
26.47765,0.2494643
27.47905,0.249752
28.47905,0.2493244
29.47991,0.2494061
30.48108,0.2497376
31.48243,0.2497294
32.48324,0.2496546
33.48359,0.2495906
34.48672,0.2498489
35.48852,0.2499874
36.48939,0.249732
37.48987,0.2496284
38.49015,0.2496163
39.4904,0.2495611
40.49223,0.199983
41.49373,0.1999122
42.49477,0.1998308
43.49652,0.199955
44.49759,0.1998304
45.49871,0.1998327
46.49908,0.1996124
47.5015,0.1999639
48.50245,0.1996713
49.50674,0.1999857
50.50677,0.2991113
51.50905,0.2499316
52.50984,0.2495901
53.5119,0.2499306
54.51378,0.249897
55.51575,0.2499339
56.51668,0.2496905
57.51755,0.2496369
58.51911,0.2498353
59.52006,0.2496924
60.52078,0.2496549
61.52195,0.2497246
62.52209,0.2494581
63.52316,0.2496585
64.52653,0.2498292
65.52691,0.2490645
66.52827,0.2493586
67.52995,0.2498557
68.53217,0.2499478
69.53254,0.2494612
70.53392,0.2497446
71.53516,0.2497045
72.53725,0.24993
73.53905,0.2499012
74.53999,0.2496885
75.54032,0.1996065
76.54219,0.1999313
77.54425,0.199965
78.5471,0.1997669
79.54813,0.1994129
80.55002,0.1998879
81.55176,0.1999085
82.55343,0.1998814
83.55487,0.2998424
84.5555,0.2496275
85.55598,0.2495796
86.55644,0.2495905
87.55798,0.2498558
88.55923,0.2497782
89.56017,0.2497187
90.56108,0.2497239
91.56138,0.2495348
92.56211,0.2496301
93.56364,0.2498266
94.56649,0.2497835
95.5667,0.2491476
96.56705,0.2491656
97.56715,0.2490947
98.569,0.2498709
99.57119,0.2499396
100.5717,0.249535
101.5718,0.2494258
102.5719,0.2494171
103.5723,0.2495199
104.5738,0.249765
105.5746,0.2496157
106.5771,0.2499905
107.5774,0.249537
108.579,0.2497989
109.5792,0.1995661
110.5804,0.199774
111.581,0.1996547
112.5812,0.1995878
113.5834,0.1999965
114.5869,0.0999582
115.588,0.04985673
116.59,0.04998927
117.5911,0.1499455
118.5917,0.09983519
119.5928,0.1998922
120.5936,0.1498133
121.5949,0.1498757
122.5959,0.1498808
123.5963,0.1497683
124.5967,0.1497676
125.5975,0.1498348
126.5986,0.1498776
127.6004,0.1499864
128.6015,0.149891
129.6017,0.149751
130.6024,0.1498452
131.6028,0.1497635
132.606,0.1499576
133.6066,0.1495581
134.6068,0.1494833
135.6086,0.1499885
136.6089,0.1497507
137.6101,0.1498906
138.612,0.1499666
139.6125,0.1497597
140.6133,0.1498137
141.6145,0.1499001
142.615,0.1497683
143.6151,0.1497163
144.6158,0.1498246
145.616,0.1496492
146.6166,0.1496772
147.6183,0.149881
148.619,0.149733
149.6195,0.1496971
150.6217,0.1499681
151.6224,0.1497044
152.6237,0.1498264
153.6262,0.1497318
154.6269,0.1495094
155.6274,0.1494257
156.6283,0.1497636
157.6307,0.1499936
158.6318,0.1497974
159.6319,0.1497064
160.6322,0.1497433
161.634,0.1499878
162.6353,0.1499016
163.6358,0.1497704
164.6377,0.1499871
165.6384,0.1498062
166.6392,0.1498246
167.64,0.1498518
168.6419,0.149978
169.6423,0.1497886
170.6425,0.1497606
171.6426,0.1497238
172.6459,0.1499504
173.6478,0.1499638
174.648,0.1496666
175.6502,0.1499808
176.6507,0.1497056
177.6511,0.1496545
178.6523,0.1498475
179.6527,0.1496654
