X,Z,Visits
0,0,0
0,50,0
0,100,0
0,150,1
0,200,1
0,250,1
0,300,1
50,0,0
50,50,3
50,100,4
50,150,3
50,200,0
50,250,0
50,300,1
100,0,0
100,50,3
100,100,0
100,150,1
100,200,0
100,250,0
100,300,1
150,0,1
150,50,3
150,100,1
150,150,2
150,200,1
150,250,1
150,300,1
200,0,0
200,50,0
200,100,0
200,150,1
200,200,0
200,250,2
200,300,1
250,0,0
250,50,0
250,100,1
250,150,3
250,200,2
250,250,2
250,300,0
300,0,0
300,50,0
300,100,0
300,150,0
300,200,0
300,250,0
300,300,0
Entropy: 0.8243778
