Time,X,Z
0.02,18.60465,15.23
0.04,18.56577,15.55939
0.06,18.54214,15.68318
0.08,18.47837,15.93097
0.09999999,18.47837,15.93097
0.12,18.368,16.23506
0.14,18.26545,16.45283
0.16,18.14352,16.66752
0.18,18.08385,16.7606
0.2,17.92111,16.98604
0.22,17.85077,17.0779
0.24,17.63933,17.38373
0.26,17.60335,17.48653
0.28,17.51918,17.72704
0.3,17.47987,17.83934
0.32,17.393,18.08757
0.34,17.31678,18.30535
0.36,17.281,18.40757
0.38,17.24038,18.52365
0.4,17.13788,18.87867
0.42,17.11972,18.99142
0.4400001,17.07976,19.23941
0.4600001,17.0407,19.48186
0.4800001,17.02423,19.58404
0.5000001,16.98428,19.83204
0.52,16.94473,20.07752
0.54,16.94473,20.07752
0.56,16.9057,20.31977
0.58,16.87582,20.64095
0.6,16.87049,20.76301
0.6199999,16.85796,21.05007
0.6399999,16.85252,21.17465
0.6599999,16.83989,21.46409
0.6799999,16.83402,21.59846
0.6999999,16.83402,21.59846
0.7199998,16.81504,22.03326
0.7399998,16.81149,22.16418
0.7599998,16.81084,22.4284
0.7799998,16.81022,22.67652
0.7999998,16.80991,22.80282
0.8199998,16.80923,23.07666
0.8399997,16.80893,23.20002
0.8599997,16.80834,23.43616
0.8799997,16.80801,23.56855
0.8999997,16.80933,23.82188
0.9199997,16.81576,24.05859
0.9399996,16.81881,24.17094
0.9599996,16.82623,24.44422
0.9799996,16.82936,24.55971
0.9999996,16.83687,24.83645
1.02,16.84286,25.05681
1.04,16.84645,25.18921
1.06,16.85394,25.45181
1.08,16.85766,25.56403
1.1,16.86618,25.82045
1.12,16.86985,25.93081
1.14,16.87967,26.2264
1.159999,16.88374,26.34914
1.179999,16.89163,26.58661
1.199999,16.90071,26.8602
1.219999,16.9049,26.9861
1.239999,16.91047,27.2518
1.259999,16.91276,27.37421
1.279999,16.91762,27.63366
1.299999,16.9198,27.75034
1.319999,16.92273,27.90716
1.339999,16.92962,28.27542
1.359999,16.93192,28.398
1.379999,16.93676,28.65659
1.399999,16.93627,28.7635
1.419999,16.93452,29.01727
1.439999,16.93281,29.26611
