X,Z,Visits
0,0,0
0,50,0
0,100,0
0,150,0
0,200,1
0,250,1
0,300,1
50,0,0
50,50,0
50,100,0
50,150,1
50,200,1
50,250,0
50,300,1
100,0,0
100,50,0
100,100,1
100,150,1
100,200,0
100,250,1
100,300,2
150,0,1
150,50,1
150,100,2
150,150,1
150,200,1
150,250,1
150,300,2
200,0,1
200,50,1
200,100,3
200,150,1
200,200,1
200,250,0
200,300,2
250,0,0
250,50,0
250,100,3
250,150,4
250,200,4
250,250,2
250,300,2
300,0,0
300,50,0
300,100,0
300,150,0
300,200,0
300,250,0
300,300,0
Entropy: 0.8438491
