X,Z,Visits
0,0,0
0,50,0
0,100,0
0,150,0
0,200,0
0,250,0
0,300,0
50,0,0
50,50,0
50,100,1
50,150,2
50,200,0
50,250,0
50,300,0
100,0,1
100,50,2
100,100,5
100,150,8
100,200,3
100,250,0
100,300,0
150,0,1
150,50,0
150,100,1
150,150,3
150,200,1
150,250,0
150,300,0
200,0,1
200,50,2
200,100,1
200,150,0
200,200,0
200,250,0
200,300,0
250,0,1
250,50,2
250,100,0
250,150,0
250,200,0
250,250,0
250,300,0
300,0,1
300,50,3
300,100,3
300,150,2
300,200,1
300,250,0
300,300,0
Entropy: 0.7384846
