Inspection,Entropy,Coverage
0.1910112,0.770649221873622,46.93877
0.2134831,0.666263400757693,38.77551
0.2696629,0.749626595806278,36.7347
0.01123596,0.630721830777678,30.61225
0.06741573,0.593830169547181,22.44898
0.07865169,0.660836940599462,32.65306
0.01123596,1,12.2449
