Time,Novelty Score
1.000792,0.1
2.001994,0.04994965
3.003262,0.049904
4.00531,0.04997368
5.007399,0.1499375
6.009439,0.09994888
7.011092,0.09996245
8.01177,0.04992476
9.013128,0.1498951
10.0139,0.09982179
11.01434,0.09977641
12.01705,0.1999938
13.01735,0.1497438
14.01744,0.09978539
15.01816,0.09985799
16.01848,0.04991587
17.01859,0.04988838
18.01882,0.04990894
19.01952,0.0499143
20.02178,0.04996058
21.02186,0.04988043
22.0219,0.04986649
23.02348,0.04994459
24.0251,0.04994218
25.02567,0.1498567
26.02719,0.1998952
27.02896,0.1497322
28.02902,0.0997996
29.02983,0.09980416
30.03305,0.09995855
31.03612,0.0499986
32.03781,0.04998309
33.03852,0.04987238
34.03974,0.04988028
35.04188,0.04996923
36.0423,0.1498365
37.04465,0.09995707
38.04493,0.09962289
39.04529,0.09905785
40.04611,0.04987875
41.04854,0.04996778
42.05008,0.04992109
43.05053,0.04991779
44.05086,0.04989713
45.05128,0.04988705
46.05243,0.04992296
47.05294,0.1498887
48.05538,0.0999771
49.05676,0.1998975
50.05816,0.2498522
51.05939,0.1997644
52.05945,0.1995319
53.05991,0.1996735
54.06184,0.1999841
55.06412,0.1998844
56.06581,0.1996686
57.06596,0.1996191
58.06636,0.1996827
59.06757,0.1995614
60.06894,0.1996379
61.07034,0.1997818
62.07266,0.1999221
63.07364,0.1997262
64.07452,0.1997879
65.07534,0.1997506
66.07609,0.199739
67.07789,0.1999364
68.07874,0.1994114
69.08051,0.1998973
70.08238,0.1998969
71.08364,0.1997097
72.0842,0.1996509
73.08556,0.1995756
74.088,0.1999159
75.08997,0.1999816
76.0917,0.1998831
77.0938,0.1999877
78.09545,0.1999274
79.096,0.1996497
80.0976,0.1998398
81.09885,0.1996749
82.10143,0.1999427
83.10398,0.1999648
84.10577,0.1998622
85.10593,0.1996368
86.10759,0.1999135
87.10989,0.1997961
88.11071,0.1996645
89.1112,0.1996573
90.11184,0.1997347
91.11253,0.1996507
92.11441,0.1998776
93.11572,0.1996723
94.11841,0.1999757
95.11949,0.1997949
96.12029,0.199687
97.12331,0.1999698
98.12379,0.1996351
99.12589,0.1999034
100.1278,0.1998913
101.1282,0.1996224
102.129,0.1997054
103.1297,0.1997551
104.1306,0.1996233
105.1308,0.1995301
106.1322,0.1998947
107.1336,0.1997324
108.1344,0.199674
109.1354,0.1997162
110.1354,0.1996084
111.1355,0.1996351
112.1373,0.1998678
113.1383,0.1997284
114.1385,0.199573
115.1402,0.1998822
116.1419,0.1999416
117.1441,0.1999899
118.1459,0.1998849
119.1478,0.1999127
120.1491,0.1997592
121.1513,0.1998294
122.1526,0.1997904
123.1533,0.1996327
124.1557,0.1998935
125.1579,0.1998451
126.1603,0.1999665
127.1611,0.1996795
128.1613,0.199413
129.1628,0.1998808
130.163,0.1994976
131.1637,0.1995696
132.1651,0.199859
133.1665,0.1998715
134.1679,0.1998215
135.1693,0.1997724
136.1704,0.1997214
137.1727,0.1999834
138.1738,0.1998262
139.1756,0.1999584
140.1774,0.1997755
141.1792,0.1997755
142.1806,0.1998608
143.1821,0.199828
144.1835,0.1998186
145.1848,0.1996261
146.1865,0.199906
147.1916,0.1997312
148.1937,0.1999547
149.1951,0.1998224
150.1968,0.1999219
151.1972,0.1996912
152.1987,0.1998334
153.1992,0.1996349
154.1994,0.1996323
155.2014,0.199947
156.2025,0.1997799
157.2039,0.1996634
158.2044,0.1996123
159.2058,0.1998062
160.2082,0.1999239
161.21,0.1999436
162.2111,0.1998221
163.2116,0.1995866
164.2128,0.1997694
165.2129,0.1995616
166.2143,0.1998836
167.2157,0.1998555
168.217,0.1998333
169.2179,0.1997258
170.2197,0.1999449
171.2213,0.1999219
172.224,0.1998712
173.2256,0.199681
174.2265,0.1997795
175.2271,0.1997071
176.2285,0.1999233
177.2294,0.1997386
178.2315,0.1999331
179.2334,0.1999227
