X,Z,Visits
0,0,0
0,50,0
0,100,0
0,150,0
0,200,0
0,250,0
0,300,0
50,0,0
50,50,0
50,100,0
50,150,0
50,200,0
50,250,0
50,300,0
100,0,0
100,50,0
100,100,0
100,150,0
100,200,0
100,250,0
100,300,0
150,0,0
150,50,0
150,100,1
150,150,4
150,200,5
150,250,0
150,300,0
200,0,0
200,50,0
200,100,2
200,150,1
200,200,5
200,250,0
200,300,0
250,0,0
250,50,0
250,100,1
250,150,2
250,200,8
250,250,5
250,300,4
300,0,0
300,50,0
300,100,1
300,150,2
300,200,3
300,250,0
300,300,1
Entropy: 0.6536939
