X,Z,Visits
0,0,0
0,50,2
0,100,1
0,150,0
0,200,0
0,250,0
0,300,0
50,0,2
50,50,3
50,100,2
50,150,1
50,200,1
50,250,0
50,300,0
100,0,2
100,50,3
100,100,2
100,150,0
100,200,1
100,250,1
100,300,0
150,0,0
150,50,2
150,100,3
150,150,3
150,200,0
150,250,1
150,300,1
200,0,0
200,50,0
200,100,0
200,150,2
200,200,0
200,250,0
200,300,1
250,0,0
250,50,0
250,100,0
250,150,2
250,200,1
250,250,1
250,300,1
300,0,0
300,50,0
300,100,0
300,150,1
300,200,0
300,250,1
300,300,1
Entropy: 0.8453729
