Time,X,Z
0.02,15.46786,107.6142
0.04,15.75916,107.4656
0.06,15.90685,107.3902
0.08,16.12272,107.2801
0.09999999,16.31067,107.1842
0.12,16.48003,107.0978
0.14,16.66857,107.0016
0.16,16.83346,106.9175
0.18,17.03112,106.8239
0.2,17.21683,106.7698
0.22,17.40209,106.7157
0.24,17.58845,106.6614
0.26,17.78763,106.6034
0.28,17.97862,106.5477
0.3,18.12197,106.5059
0.32,18.35796,106.4371
0.34,18.54474,106.3826
0.36,18.74665,106.3476
0.38,18.94038,106.3361
0.4,19.13892,106.3242
0.42,19.35518,106.3114
0.4400001,19.55409,106.2995
0.4600001,19.633,106.2948
0.4800001,19.94639,106.2761
0.5000001,20.14669,106.2642
0.52,20.35221,106.2572
0.54,20.55227,106.2596
0.56,20.7474,106.2621
0.58,20.95814,106.2647
0.6,21.1338,106.2669
0.6199999,21.35699,106.2697
0.6399999,21.55895,106.2722
0.6599999,21.75564,106.2746
0.6799999,21.95877,106.2759
0.6999999,22.15708,106.2731
0.7199998,22.35995,106.2703
0.7399998,22.54489,106.2678
0.7599998,22.6432,106.2664
0.7799998,22.94506,106.2623
0.7999998,23.15931,106.2593
0.8199998,23.33583,106.2569
0.8399997,23.5371,106.2541
0.8599997,23.73402,106.2555
0.8799997,23.93527,106.2571
0.8999997,24.15218,106.2589
0.9199997,24.35215,106.2605
0.9399996,24.55775,106.2621
0.9599996,24.73704,106.2635
0.9799996,24.93695,106.2651
0.9999996,25.1472,106.2668
1.02,25.35889,106.2693
1.04,25.53442,106.2715
1.06,25.66373,106.2731
1.08,25.94338,106.2766
1.1,26.15572,106.2792
1.12,26.35539,106.2817
1.14,26.53611,106.284
1.159999,26.73892,106.2865
1.179999,26.94044,106.2846
1.199999,27.14393,106.2805
1.219999,27.35942,106.2761
1.239999,27.53866,106.2724
1.259999,27.74502,106.2682
1.279999,27.95365,106.264
1.299999,28.13863,106.2602
1.319999,28.35801,106.2557
1.339999,28.54078,106.2549
1.359999,28.69377,106.2563
1.379999,28.95275,106.2588
1.399999,29.13693,106.2606
1.419999,29.35576,106.2627
1.439999,29.54205,106.2645
1.459999,29.75307,106.2666
1.479999,29.94185,106.2684
1.499999,30.14751,106.2704
1.519999,30.23221,106.2712
1.539999,30.55276,106.2744
1.559999,30.7342,106.2762
1.579999,30.9542,106.2784
1.599999,31.13735,106.2802
1.619999,31.34342,106.2823
1.639999,31.5366,106.2842
1.659999,31.74873,106.2847
1.679999,31.95129,106.2789
1.699999,32.15842,106.273
1.719999,32.3576,106.2673
1.739999,32.53135,106.2623
1.759999,32.73683,106.2564
1.779999,32.9341,106.2508
1.799999,33.1569,106.2444
1.819999,33.26868,106.2412
1.839999,33.53599,106.2396
1.859999,33.74368,106.2403
1.879999,33.94159,106.241
1.899999,34.15817,106.2418
