Inspection,Entropy,Coverage
0.4269663,0.728450947799681,40.81633
0.1348315,0.804701978542305,51.02041
0.01123596,0.506625545954666,24.4898
0.02247191,0.783460589781934,48.97959
0.01123596,0.731297270404771,32.65306
0.1797753,0.803646612118329,57.14286
0.01123596,1,10.20408
