X,Z,Visits
0,0,0
0,50,0
0,100,0
0,150,0
0,200,0
0,250,0
0,300,0
50,0,4
50,50,2
50,100,1
50,150,0
50,200,1
50,250,2
50,300,1
100,0,4
100,50,0
100,100,1
100,150,1
100,200,1
100,250,2
100,300,1
150,0,2
150,50,1
150,100,0
150,150,0
150,200,0
150,250,0
150,300,0
200,0,0
200,50,1
200,100,1
200,150,0
200,200,0
200,250,0
200,300,0
250,0,2
250,50,2
250,100,2
250,150,0
250,200,0
250,250,0
250,300,0
300,0,1
300,50,0
300,100,1
300,150,1
300,200,1
300,250,0
300,300,0
Entropy: 0.8388113
