Inspection,Entropy,Coverage
0.01,0.66023281135243,24.4898
0.54,0.763879455532157,38.77551
0.01,0.718017117474303,26.53061
0.13,0.881071024790596,44.89796
0.01,0.573807630938843,24.4898
0.01,0.592715946381231,16.32653
0.00990099,0.879588003075667,16.32653
