Time,X,Z
0.02,80.65,32.87
0.04,80.65,32.87
0.06,80.70043,33.06354
0.08,80.70043,33.06354
0.09999999,80.70043,33.06354
0.12,80.88682,33.77882
0.14,80.88682,33.77882
0.16,80.96937,34.0956
0.18,80.96937,34.0956
0.2,81.06229,34.45219
0.22,81.09663,34.72114
0.24,81.12153,34.99691
0.26,81.12153,34.99691
0.28,81.14146,35.21759
0.3,81.17515,35.59069
0.32,81.18347,35.68289
0.34,81.20847,35.9597
0.36,81.22456,36.13788
0.38,81.22456,36.13788
0.4,81.22456,36.13788
0.42,81.23624,36.79714
0.4400001,81.23918,36.9975
0.4600001,81.24214,37.19846
0.4800001,81.24509,37.39911
0.5000001,81.24628,37.47957
0.52,81.25097,37.79879
0.54,81.25384,38.00559
0.56,81.25658,38.20401
0.58,81.25932,38.40275
0.6,81.26209,38.60333
0.6199999,81.26488,38.80459
0.6399999,81.26733,38.98236
0.6599999,81.27019,39.18943
0.6799999,81.27292,39.3869
0.6999999,81.27206,39.58478
0.7199998,81.26955,39.78138
0.7399998,81.26702,39.97913
0.7599998,81.2644,40.18377
0.7799998,81.26187,40.38152
0.7999998,81.26046,40.49166
0.8199998,81.25668,40.78742
0.8399997,81.25417,40.98325
0.8599997,81.25305,41.18844
0.8799997,81.25374,41.38409
0.8999997,81.25445,41.5835
0.9199997,81.25523,41.8069
0.9399996,81.25593,42.00353
0.9599996,81.25658,42.18921
0.9799996,81.25727,42.38317
0.9999996,81.25797,42.58026
1.02,81.25928,42.79386
1.04,81.26201,42.99115
1.06,81.26476,43.1899
1.08,81.26758,43.39408
1.1,81.26949,43.53262
1.12,81.27316,43.79827
1.14,81.27583,43.99225
1.159999,81.27852,44.18624
1.179999,81.28097,44.39665
1.199999,81.2787,44.5909
1.219999,81.27625,44.80062
1.239999,81.27396,44.99703
1.259999,81.27158,45.20186
1.279999,81.27718,45.39958
1.299999,81.3094,45.55398
1.319999,81.37703,45.70825
1.339999,81.48286,45.8488
1.359999,81.62296,45.96774
1.379999,81.80032,46.06772
1.399999,82.02748,46.15158
1.419999,82.2685,46.16308
1.439999,82.57401,46.14288
1.459999,82.92941,46.08795
1.479999,83.20638,46.07659
1.499999,83.38026,46.11107
1.519999,83.59373,46.1534
1.539999,83.79758,46.19382
1.559999,83.91016,46.20446
1.579999,84.18135,46.21024
1.599999,84.38809,46.21465
1.619999,84.59846,46.21912
1.639999,84.77665,46.22292
1.659999,84.98005,46.22725
1.679999,85.18604,46.23164
1.699999,85.3895,46.23597
1.719999,85.57647,46.23897
1.739999,85.78516,46.24185
1.759999,85.98675,46.24464
1.779999,86.18723,46.24741
1.799999,86.38339,46.25011
1.819999,86.57893,46.25282
1.839999,86.78062,46.2556
