X,Z,Visits
0,0,0
0,50,0
0,100,0
0,150,0
0,200,0
0,250,0
0,300,1
50,0,0
50,50,0
50,100,0
50,150,0
50,200,1
50,250,2
50,300,3
100,0,0
100,50,0
100,100,0
100,150,0
100,200,1
100,250,2
100,300,3
150,0,0
150,50,0
150,100,0
150,150,1
150,200,2
150,250,3
150,300,3
200,0,0
200,50,1
200,100,0
200,150,0
200,200,2
200,250,4
200,300,2
250,0,0
250,50,0
250,100,0
250,150,2
250,200,5
250,250,3
250,300,1
300,0,0
300,50,0
300,100,0
300,150,0
300,200,2
300,250,1
300,300,0
Entropy: 0.7678012
